speed_kmh,angle_deg,distance_m
113.84,-45.51,0.00
196.15,27.03,148.41
52.16,-43.69,0.31
149.09,7.08,36.08
138.50,-39.14,0.00
67.74,-56.46,0.00
110.35,33.94,51.80
83.13,10.90,18.75
71.91,49.16,24.51
132.17,27.71,66.04
91.66,-4.43,6.00
110.72,16.72,38.96
73.67,46.16,24.21
186.22,39.52,128.00
163.25,26.17,109.36
81.65,-18.50,1.30
214.13,20.12,144.68
90.46,1.96,10.17
87.11,-39.05,0.40
117.82,20.80,48.70
126.01,43.88,66.77
114.90,-44.79,0.00
134.62,-27.32,1.00
111.29,38.63,57.00
79.43,29.34,37.55
149.65,32.66,94.75
127.73,-70.25,0.48
45.40,10.25,7.07
103.36,50.52,44.96
147.60,-21.18,2.36
63.38,-40.32,0.88
221.46,3.67,54.89
107.98,25.81,57.15
112.55,-28.87,1.50
88.78,36.42,35.08
148.85,-15.61,0.65
42.44,69.79,4.02
168.72,14.91,77.63
51.64,65.12,10.94
95.63,-10.60,1.39
107.43,-19.57,0.68
106.12,-44.95,0.00
72.63,-71.23,0.00
74.54,16.99,20.05
191.49,-18.80,0.47
31.51,15.21,4.13
128.43,-64.80,0.00
64.67,36.86,24.84
144.78,10.76,56.02
62.07,-75.64,0.28
86.99,23.57,34.82
142.23,-8.35,2.39
135.82,28.74,85.08
156.54,-35.03,0.00
60.05,-26.87,0.68
121.16,-40.39,0.00
130.93,-11.78,2.60
181.34,12.12,80.50
85.88,18.21,21.19
207.30,14.96,117.03
32.18,-67.77,0.01
48.75,8.68,6.91
193.17,19.61,128.49
79.52,20.14,22.92
67.55,-18.73,1.35
152.12,-26.06,0.00
74.56,40.46,26.64
131.11,31.60,67.42
183.63,-0.03,17.06
127.23,-46.74,0.08
75.14,-2.78,5.06
100.61,7.12,18.53
66.01,47.06,21.09
107.79,77.12,26.04
69.79,17.50,23.55
140.58,25.66,78.74
112.22,-33.72,0.00
58.43,42.53,16.30
69.14,-15.01,2.35
139.24,-10.81,4.24
115.81,9.17,35.66
111.99,-33.73,0.45
98.62,47.24,43.76
155.52,-80.57,0.36
134.13,34.87,82.83
166.03,15.10,90.28
77.60,-28.71,1.47
128.86,61.36,43.56
77.18,65.03,16.89
86.64,-30.93,0.11
77.87,-48.50,0.56
148.69,-24.56,0.60
151.51,84.07,16.23
160.41,-36.59,1.12
71.24,-68.53,0.27
165.91,-44.38,0.39
51.25,45.05,12.89
122.19,38.32,65.65
116.63,-9.95,5.66
193.37,3.70,41.37
199.30,-0.40,21.53
194.74,-28.97,0.89
75.32,50.18,25.39
93.08,-19.83,1.89
232.95,24.33,175.18
75.59,60.72,22.37
84.08,74.57,18.96
154.73,5.50,37.83
90.35,42.07,35.51
201.86,-5.39,8.27
129.10,28.63,74.18
140.75,-39.85,0.38
149.05,21.40,72.05
76.44,-37.45,0.20
101.87,38.01,46.81
110.19,85.51,12.96
120.97,-13.64,3.70
169.89,-30.30,1.47
93.32,-37.38,1.50
76.30,-14.32,3.02
46.16,-57.39,0.02
133.79,54.19,61.64
205.51,43.28,140.41
78.00,43.97,32.63
71.04,-68.10,0.18
229.47,-20.02,3.25
134.69,31.03,79.68
177.80,-25.68,1.67
98.76,-46.64,0.34
132.48,-27.56,0.48
156.13,-22.74,1.59
83.02,46.97,31.83
82.60,21.60,30.74
135.04,8.23,39.70
220.04,10.04,107.89
87.94,-44.27,0.80
199.74,-59.17,0.78
91.92,68.91,26.75
139.51,51.39,66.32
71.83,-39.45,0.14
149.00,-62.31,0.53
82.32,-24.79,1.84
175.28,38.00,119.91
103.80,-21.18,0.91
167.82,-23.51,1.08
99.39,31.46,49.32
138.94,-38.91,0.76
76.64,-4.91,6.49
148.78,-38.79,0.34
153.97,-56.24,0.26
77.84,13.42,22.70
125.25,-31.74,0.97
93.22,-53.70,0.49
225.91,-11.18,4.03
127.28,44.94,65.70
42.54,-14.93,3.03
76.80,-10.08,3.45
140.42,62.99,48.99
200.24,28.16,148.29
115.73,-29.62,1.25
171.70,19.55,98.75
154.30,9.47,49.17
54.90,-48.06,0.24
120.23,-41.36,0.92
142.74,22.64,89.49
106.12,-58.47,0.08
54.67,-39.02,1.15
69.89,9.91,12.53
185.44,34.10,132.26
94.07,67.01,20.57
181.34,-14.44,3.52
74.56,-41.02,0.13
107.28,-4.41,7.75
128.46,64.00,47.74
83.56,-23.33,1.27
59.19,-63.48,0.28
92.35,-24.87,0.25
113.63,55.81,47.08
74.75,-43.32,0.18
33.42,25.04,6.34
148.91,16.34,84.26
108.18,-31.07,0.16
77.10,-38.77,1.28
81.33,-49.92,0.33
54.69,-17.58,2.78
146.70,-31.46,0.58
54.49,-67.50,0.60
202.81,41.86,140.28
83.40,29.52,34.05
89.79,-24.63,1.65
226.16,-29.58,1.21
51.08,-30.45,1.87
213.31,-28.70,1.76
153.56,38.60,98.40
69.94,-48.15,0.42
154.81,73.14,42.58
41.35,25.43,7.95
157.60,35.59,102.58
121.08,36.52,66.10
54.32,-58.39,0.99
78.68,-39.18,0.35
86.25,56.75,28.89
97.61,-0.16,10.95
128.37,-35.60,0.16
86.96,22.87,28.88
51.56,-54.97,0.47
72.35,-30.92,1.50
107.09,52.31,44.88
172.74,22.69,99.34
66.07,-28.85,0.57
71.45,-36.88,0.94
184.26,20.85,111.19
154.89,23.82,105.42
109.65,21.36,51.99
151.73,31.37,96.92
236.13,-7.07,6.57
144.71,36.54,88.45
121.15,62.99,43.65
171.78,-35.98,1.59
180.68,2.42,31.29
167.92,61.07,70.43
95.29,21.48,43.32
61.68,36.84,19.26
138.55,-60.10,0.15
108.54,-65.18,0.53
79.76,-15.32,2.53
206.92,12.55,110.18
122.20,-51.07,0.78
100.33,-0.18,11.38
111.79,-6.44,6.52
76.80,-38.52,0.08
56.58,33.22,15.17
131.46,-41.52,0.63
114.38,74.78,25.03
113.94,21.69,59.64
121.91,34.70,67.97
128.13,-44.98,0.40
101.94,69.65,20.15
108.77,-50.68,0.17
44.86,-43.75,0.83
111.32,43.10,51.35
86.92,15.92,30.70
87.78,-48.68,0.93
156.51,31.27,101.43
79.26,21.10,25.07
92.73,14.91,22.67
135.14,18.55,71.79
103.00,-19.61,1.95
113.70,-38.09,0.77
146.87,-20.90,2.19
143.62,-41.04,0.20
69.59,-10.00,3.75
113.37,-8.77,5.87
144.23,-34.53,0.73
109.94,-36.61,0.69
32.95,29.38,6.17
62.59,42.32,19.33
250.20,2.76,51.07
81.72,32.38,32.53
136.45,-11.70,3.92
189.00,-25.66,0.52
135.28,16.54,65.09
69.31,-20.34,2.07
142.29,0.49,17.53
192.59,-16.58,3.23
55.13,-39.79,0.28
92.27,23.29,35.69
187.38,-1.71,13.85
197.56,31.53,140.08
93.15,29.53,42.50
51.18,-8.75,4.44
155.69,35.31,101.46
79.09,-43.38,0.87
98.95,29.08,41.37
78.95,12.95,19.38
149.46,61.55,58.49
83.20,21.81,29.19
123.39,31.39,67.02
175.96,-12.41,4.88
65.04,-40.48,0.94
126.81,-52.02,1.09
52.37,-82.67,0.09
53.72,-28.03,1.24
161.89,42.40,99.18
68.96,22.98,19.38
201.14,-10.63,4.65
127.88,-12.55,4.60
145.10,26.37,97.89
150.71,-55.56,1.08
54.04,58.97,13.22
72.67,-62.54,0.48
131.50,-29.04,1.91
91.92,17.75,37.90
112.98,-41.16,0.27
75.26,54.73,23.43
194.70,27.73,142.48
68.60,-18.56,2.22
104.95,14.98,45.01
149.90,34.96,93.49
127.41,24.18,69.44
145.11,44.84,82.23
214.20,3.32,43.41
95.98,-6.87,5.68
151.77,-20.04,1.48
102.29,39.52,48.92
83.05,30.32,30.04
111.64,-74.89,0.20
109.29,-17.30,2.39
82.02,-43.68,0.12
193.34,15.60,118.70
112.77,-30.12,0.73
137.09,20.78,80.62
149.73,-29.54,0.95
90.60,-33.01,0.92
119.33,18.16,54.95
64.29,59.75,17.06
85.24,-63.02,0.05
94.78,57.33,32.31
150.39,-26.19,0.14
147.60,20.35,74.94
146.54,29.81,89.28
159.04,3.28,29.70
150.34,-4.40,8.48
130.68,27.13,66.88
76.97,59.50,21.67
82.83,78.66,14.29
117.71,30.19,65.01
43.12,43.86,10.29
34.53,27.56,6.78
102.98,64.11,33.73
115.19,-35.61,0.28
92.81,-14.12,3.14
56.88,7.96,9.79
58.26,56.53,15.62
101.00,35.60,41.63
61.05,83.80,2.44
106.15,36.39,58.01
75.83,30.52,23.41
96.22,58.11,33.29
78.15,-19.76,1.06
159.83,-9.30,4.86
144.92,22.37,80.93
135.29,18.53,65.15
80.47,-58.17,0.70
84.17,-19.28,2.70
144.41,22.51,80.21
69.58,35.44,26.52
177.20,-42.49,0.18
163.80,-27.04,1.42
67.34,-64.96,0.45
130.40,38.06,73.67
195.38,9.40,84.26
130.18,1.22,17.60
127.29,-38.62,0.76
40.10,49.23,8.71
121.73,25.61,69.64
164.84,-42.27,0.96
82.13,-54.22,0.05
222.20,-17.89,1.48
100.07,-62.98,0.20
238.16,-50.48,0.97
80.99,-54.53,0.04
99.29,24.41,36.09
102.79,36.47,44.61
197.96,2.86,35.96
93.51,-27.71,2.26
185.81,36.37,130.59
167.76,3.38,31.74
84.75,59.03,25.80
200.24,25.31,146.21
63.51,-19.66,1.66
88.68,8.19,19.94
152.60,44.20,87.52
124.09,39.55,67.59
114.58,30.65,57.48
212.78,-21.37,1.29
130.36,-18.44,2.39
64.94,-48.91,1.07
154.69,-42.84,0.26
65.07,-12.82,2.92
127.29,12.78,45.92
90.79,-41.39,0.11
61.45,36.28,19.35
98.53,23.53,41.56
212.21,-23.54,0.76
106.65,-58.74,0.87
45.11,-39.87,0.39
75.67,66.83,20.29
113.24,-35.01,0.67
63.81,-40.86,0.04
91.44,-34.21,1.15
133.02,33.98,76.31
102.53,-9.94,5.36
104.16,-4.12,8.16
72.92,-64.99,0.32
65.06,8.40,12.51
134.04,-51.74,0.07
136.42,22.65,74.73
132.42,-15.00,2.96
103.93,-26.09,1.26
143.25,-37.28,0.62
99.69,38.28,48.25
98.22,-36.92,1.61
109.67,67.28,19.89
74.80,-63.01,0.58
156.11,29.17,100.98
71.46,-27.88,1.63
134.41,-16.63,3.33
153.69,-15.27,4.04
158.35,29.41,109.47
195.51,-7.62,6.43
92.55,-27.37,1.46
68.37,79.00,9.35
39.57,-46.82,0.46
164.68,-12.71,4.64
119.93,71.38,23.22
137.91,4.34,27.76
93.02,-32.42,0.84
90.54,48.54,36.56
105.12,-69.50,0.24
151.62,-24.33,1.20
29.89,14.11,4.49
64.33,-79.47,0.41
186.82,47.55,115.56
76.14,-72.10,0.35
113.00,31.06,65.88
59.79,1.03,6.96
139.56,-49.98,0.06
80.26,51.67,27.72
206.98,-9.24,5.06
175.12,67.38,62.35
105.00,24.72,57.28
88.82,-34.05,0.69
193.73,-10.90,4.61
112.78,32.11,54.19
68.48,-42.10,0.28
149.94,31.42,98.97
185.33,7.58,60.41
124.31,22.35,61.26
138.72,4.63,30.47
133.96,-2.93,9.44
50.40,14.11,8.54
203.76,-0.42,21.88
95.30,-58.96,0.27
110.87,25.73,50.01
202.97,17.21,127.17
93.72,-19.90,1.87
53.56,-47.13,0.64
81.45,36.47,33.83
61.64,3.51,8.14
150.58,33.41,94.41
52.78,34.90,14.60
157.57,50.28,85.73
41.45,80.36,5.50
69.75,49.38,23.89
186.24,-40.93,0.26
134.36,-25.94,1.76
91.32,80.60,17.91
147.65,17.94,78.51
168.75,29.68,117.81
203.38,13.62,113.10
98.74,33.35,53.07
157.29,-1.20,13.32
137.59,19.99,61.70
116.67,-0.38,12.04
68.83,57.08,18.55
85.04,-39.07,0.81
179.43,50.85,99.92
167.84,11.65,80.69
60.01,-48.16,0.08
116.64,51.02,49.92
130.12,21.09,77.99
171.50,-35.32,1.44
200.99,-6.57,7.46
159.12,-18.36,2.24
129.95,-39.52,1.12
171.32,7.43,57.26
148.00,22.49,86.65
222.02,-4.68,9.07
46.05,-36.27,1.24
95.62,22.02,45.17
103.35,-10.45,4.00
107.56,-54.59,0.04
110.25,-23.56,1.43
77.80,25.35,25.57
42.81,4.23,5.92
187.03,14.59,110.78
201.29,-23.57,1.97
146.73,27.70,97.04
183.43,28.68,127.14
195.87,-15.10,3.42
120.68,-34.64,1.35
116.57,-45.36,0.22
71.54,-58.10,0.10
53.66,69.24,7.19
42.40,38.19,9.35
82.90,-40.95,0.54
90.15,42.36,34.74
194.86,-23.41,2.06
200.61,37.23,144.09
45.84,6.30,7.03
172.40,-5.07,9.41
226.68,-26.77,1.57
133.64,-71.75,0.11
110.22,62.18,33.85
132.85,-35.83,1.25
121.51,14.16,41.47
90.58,-39.84,0.58
169.58,4.14,36.03
183.48,28.98,124.76
104.44,2.76,16.38
147.65,27.32,100.24
227.18,-13.62,3.65
38.60,33.48,8.00
110.45,-33.00,0.79
120.38,14.11,48.61
32.94,7.74,4.83
91.42,31.15,40.10
103.03,-19.70,0.77
184.53,20.23,109.38
218.53,-5.57,8.27
55.76,64.35,12.60
75.83,45.88,30.11
166.91,-8.49,4.69
46.59,9.14,7.97
170.43,20.09,109.87
69.92,60.16,17.41
72.89,-8.58,3.78
168.40,-27.07,0.80
79.23,56.26,25.44
84.37,-39.78,1.06
39.69,5.68,5.07
98.72,-7.82,5.08
39.90,13.26,6.24
105.81,36.29,44.50
94.99,26.99,39.18
173.97,-22.05,1.26
160.56,-30.39,0.26
188.20,21.94,123.99
72.50,-35.96,0.76
80.93,-40.41,0.33
194.78,32.13,144.03
121.29,-31.09,1.34
80.60,46.85,29.19
127.60,20.42,62.98
91.49,-58.25,0.57
94.12,30.92,48.99
127.00,43.73,65.81
106.77,-5.02,7.49
149.74,-21.83,1.93
102.22,32.62,45.15
92.69,32.97,42.90
124.74,26.20,70.67
70.64,-35.34,0.99
203.66,18.06,119.68
224.74,23.51,154.91
136.04,4.20,24.68
161.54,68.25,43.96
64.32,32.59,19.49
98.76,-12.63,3.93
106.51,-42.29,0.52
58.40,-50.73,0.42
160.36,-24.47,1.26
73.11,19.21,22.44
65.34,-36.28,1.00
176.78,-58.12,0.03
112.03,45.81,52.06
188.61,-28.44,0.89
86.11,-47.09,1.20
116.64,51.64,52.39
135.30,6.91,35.42
53.55,18.34,11.81
135.46,-15.81,2.83
159.92,53.58,81.38
96.73,33.08,38.83
108.27,-32.21,1.71
133.44,-36.61,0.77
243.00,-12.86,3.96
90.45,53.05,33.30
183.88,-14.76,3.55
217.35,-9.40,6.15
108.39,-14.47,2.80
96.50,-39.62,0.45
173.10,-30.28,0.56
118.19,42.47,62.04
176.33,-22.55,1.58
115.17,-8.25,4.60
125.07,-28.03,1.32
66.50,84.67,2.32
154.28,3.69,28.43
37.98,12.27,6.31
134.62,6.22,32.67
153.39,-34.28,1.57
97.63,-28.29,1.23
169.21,-18.11,1.36
170.19,-35.71,0.11
187.56,38.58,130.47
74.13,17.99,26.50
101.05,23.86,42.23
53.23,48.32,13.73
138.98,-30.86,0.15
79.43,-36.83,0.21
63.93,46.01,18.65
135.80,-15.20,4.15
121.13,46.05,60.28
103.23,31.29,42.31
90.63,-21.93,1.90
119.68,19.50,64.84
157.22,20.20,96.60
203.40,-5.22,9.59
60.79,-49.20,0.23
128.39,39.50,70.19
49.78,28.48,13.28
65.78,12.86,15.39
178.29,-68.38,1.00
94.20,57.22,33.27
112.00,17.40,50.27
84.13,-41.08,0.76
151.81,-17.38,2.31
94.43,-4.51,6.92
41.91,-10.38,3.65
90.24,-30.73,0.88
48.11,50.21,12.13
59.12,-54.49,0.02
161.33,-21.57,1.80
101.27,13.70,36.30
165.50,-24.07,1.36
145.44,44.45,79.78
164.00,1.70,26.10
195.37,-35.30,0.59
173.45,-1.19,15.84
142.08,36.97,89.33
212.65,-21.54,2.50
118.73,53.64,50.69
217.45,-7.91,7.13
134.13,-39.76,1.46
74.69,-9.35,4.10
48.06,34.88,13.45
102.09,27.96,51.85
171.93,13.07,88.66
63.93,59.86,14.00
81.48,-1.25,8.42
66.44,-44.75,1.28
133.00,-40.07,0.14
74.13,57.87,22.80
86.29,-61.07,0.31
145.31,16.33,77.18
84.08,31.32,37.09
162.22,43.30,98.64
103.16,-59.30,0.26
47.62,-17.11,1.82
80.26,48.19,28.33
142.83,-13.64,3.62
141.28,34.09,85.22
128.86,42.22,70.60
197.03,-19.70,2.53
188.07,25.83,139.66
155.22,-50.14,0.64
153.41,-67.43,0.66
66.08,60.88,17.61
58.08,81.18,8.89
143.65,30.50,90.87
167.12,-42.65,0.24
92.22,24.61,39.65
123.09,-30.42,0.05
69.98,42.21,22.77
157.18,-21.28,1.45
211.28,3.67,49.10
90.78,-20.61,1.43
146.82,-19.59,0.22
95.69,-54.35,0.18
67.42,44.23,21.15
52.00,-17.51,2.82
148.89,28.47,101.27
139.91,36.26,82.38
154.60,-17.41,2.33
74.36,-11.88,2.95
56.28,-75.75,0.37
208.86,32.40,157.31
99.38,-30.20,0.81
131.18,-23.81,0.76
158.73,-44.18,0.31
122.64,-15.18,3.16
184.15,-25.88,1.01
158.79,53.48,81.78
112.39,-23.81,2.16
150.81,-20.50,1.58
110.58,-16.28,3.01
105.47,-23.26,2.45
199.31,18.11,131.47
136.29,-17.06,1.95
102.19,-11.35,3.62
107.90,-28.69,1.91
104.35,13.77,37.84
97.82,-24.17,0.82
88.03,7.52,15.93
79.59,-62.42,0.13
140.73,34.38,88.77
120.71,-20.07,1.60
177.30,-37.25,0.09
78.76,21.16,34.17
85.18,5.26,17.92
89.36,48.93,36.56
45.13,48.82,11.12
133.45,41.37,76.96
152.59,40.73,90.52
54.01,12.86,10.60
54.21,54.10,14.38
191.28,13.24,89.94
112.23,23.10,56.18
72.35,70.27,9.27
182.07,-7.56,5.50
222.47,-24.18,0.88
99.91,-40.74,0.45
44.06,-33.56,0.72
145.76,14.51,58.51
77.44,15.92,26.16
202.83,24.28,137.23
219.68,-9.97,5.35
96.27,-17.98,1.11
147.69,8.15,52.07
83.41,-65.52,0.80
121.39,15.09,59.00
97.54,19.60,43.97
164.55,12.57,81.34
115.06,6.11,27.24
149.39,21.79,93.29
73.07,19.35,18.24
197.47,-23.97,1.34
224.48,-68.46,1.06
145.83,36.04,84.59
153.68,48.86,83.44
97.05,15.06,36.82
253.08,5.31,74.13
184.54,-18.20,2.14
80.67,-31.64,0.56
98.22,0.15,10.35
110.62,47.63,47.55
68.48,-74.43,0.24
50.48,-26.38,2.11
42.54,-20.10,2.19
84.54,4.97,14.28
82.28,-63.06,0.52
181.88,18.05,105.45
90.75,45.11,36.76
107.45,35.60,52.00
98.95,55.64,35.34
201.27,-23.31,0.87
88.57,-30.80,0.71
154.09,-68.38,0.07
76.20,-53.72,0.18
197.14,27.45,135.62
99.70,72.87,27.22
203.58,41.62,138.96
159.51,6.05,38.00
143.13,-24.92,1.60
221.61,15.46,145.61
86.55,-53.65,0.42
98.57,-0.31,11.51
198.31,3.12,42.73
126.99,-7.08,6.52
126.25,-75.50,0.20
126.65,-38.18,0.46
168.29,49.64,94.10
74.76,20.06,19.30
36.86,-43.40,1.23
182.09,-9.60,5.83
64.71,19.48,16.92
71.38,-34.65,0.27
139.00,17.62,78.98
103.04,-39.46,0.50
74.66,-18.54,1.65
57.25,44.09,16.11
137.99,-27.11,1.11
62.71,-43.02,0.55
155.41,56.04,71.64
117.07,-12.98,3.38
108.74,-8.57,5.67
88.33,7.05,16.49
189.62,16.08,104.82
175.38,28.50,126.58
109.35,45.95,52.80
87.16,45.53,36.20
68.09,37.95,25.58
57.34,-62.61,0.11
48.05,72.10,6.86
211.92,39.13,153.24
118.92,61.16,44.72
75.44,45.98,26.70
95.03,40.20,46.13
125.30,-24.56,2.17
67.61,15.48,17.65
77.72,16.89,23.23
103.92,-37.64,1.00
150.65,-55.79,0.19
158.68,-19.41,1.83
71.98,2.19,9.72
115.28,-52.75,0.59
141.13,-42.61,0.11
208.54,8.33,85.39
99.16,-56.35,0.47
72.86,-39.34,0.45
88.05,-21.82,2.67
106.18,26.04,45.21
106.00,-63.17,0.03
189.67,30.61,131.74
123.38,-12.26,4.63
84.24,-43.90,0.04
110.62,41.90,56.70
89.31,-30.17,1.18
115.69,-41.44,0.15
101.89,10.05,25.68
104.48,-12.96,3.13
111.79,17.90,47.28
97.66,-0.82,9.72
40.19,16.58,6.84
112.34,8.86,29.79
63.74,35.26,17.81
82.67,19.06,22.14
142.31,41.80,80.18
164.88,28.26,102.01
147.11,-12.53,3.46
124.61,-14.68,3.54
105.85,7.58,26.35
56.88,43.50,17.76
54.43,-25.58,1.68
123.88,77.69,7.13
51.94,-7.12,4.39
146.65,-1.38,14.00
114.80,12.72,45.08
88.23,-1.84,8.66
90.28,56.04,32.12
84.64,10.52,25.74
117.11,-26.70,0.11
125.87,18.27,52.84
191.75,-48.97,0.41
123.34,22.40,67.71
124.28,-6.13,6.23
96.82,50.57,37.95
178.52,-28.16,2.30
45.04,-36.81,1.11
196.12,38.01,140.09
87.22,32.40,40.57
132.02,14.74,54.77
64.70,-26.86,0.40
61.75,5.34,9.44
133.59,-28.30,0.35
115.27,14.58,39.84
87.30,18.77,34.24
155.06,11.58,69.64
77.97,54.42,26.04
75.73,43.37,25.55
119.36,16.78,55.36
112.05,30.69,66.38
95.17,6.46,17.92
192.55,8.48,79.95
116.02,66.30,31.58
91.03,68.97,26.22
198.99,-5.68,7.66
135.06,10.32,54.35
72.96,25.46,27.01
73.72,49.49,25.11
197.11,-5.03,8.14
253.16,-20.86,2.16
46.04,61.12,10.08
58.92,-87.80,0.01
60.21,-37.03,1.41
75.02,-25.04,1.48
103.52,41.53,47.09
75.53,16.46,20.20
160.61,-57.85,0.32
99.64,-27.99,1.88
100.28,3.76,16.09
180.26,-40.95,0.56
206.60,22.18,147.29
39.40,-64.13,0.22
204.64,22.91,146.10
67.04,71.97,14.47
65.72,-45.38,0.48
191.22,-21.60,0.77
59.66,31.76,18.69
184.53,-23.60,2.12
133.42,67.25,33.07
99.26,46.89,41.66
113.44,33.87,56.36
218.45,14.02,124.75
95.46,48.10,40.60
37.48,-54.24,0.47
92.34,77.21,18.72
77.84,-7.94,4.48
140.70,-34.84,1.05
105.60,16.14,28.83
109.45,28.50,52.54
44.41,-35.51,0.73
166.12,0.40,19.97
111.83,5.25,21.72
138.37,-23.52,0.57
105.48,35.90,53.63
60.89,81.99,2.72
95.65,56.20,35.41
49.03,-29.63,1.83
94.35,84.63,2.74
105.88,-16.66,2.43
100.59,-8.65,4.15
121.85,-69.64,0.34
48.61,-73.10,0.38
99.36,1.92,13.38
136.70,34.58,83.23
133.66,-37.86,0.08
145.40,-14.00,2.62
202.46,9.49,97.62
154.07,40.42,96.02
112.03,71.30,18.27
74.89,31.23,35.24
151.74,-35.58,0.31
198.33,-2.53,14.23
159.37,37.95,102.46
98.69,-36.64,0.71
185.97,-39.23,0.50
148.85,0.62,18.31
141.76,28.03,86.38
74.23,-4.90,6.26
175.83,14.37,93.42
86.20,16.23,29.38
126.73,-18.10,2.75
126.90,49.08,62.84
219.90,7.45,82.13
159.29,24.11,92.36
106.91,21.88,53.22
118.45,35.69,65.64
100.17,53.82,37.52
130.81,-8.84,6.07
171.91,-42.50,0.61
194.17,23.25,122.37
81.88,-30.12,0.31
107.31,21.58,57.18
100.60,49.99,42.61
76.81,-6.18,4.22
231.68,-12.96,3.94
49.30,-36.27,1.68
98.92,20.90,48.48
102.94,-25.76,1.57
166.80,-8.30,5.79
109.35,-37.43,0.23
98.12,-16.59,3.45
127.42,43.07,70.23
96.22,-59.02,0.09
104.42,-45.98,0.26
90.00,83.17,2.99
93.82,-40.75,0.00
108.81,-52.49,0.11
52.29,-56.86,0.13
143.50,-80.42,0.52
214.33,-34.61,0.48
168.07,64.26,60.79
189.54,38.81,131.59
138.17,44.28,77.37
92.09,-29.00,2.02
210.20,1.08,29.52
136.12,11.97,55.28
92.75,-44.67,0.43
120.36,59.00,42.05
138.52,-26.72,2.08
132.74,39.33,73.38
143.13,16.81,77.75
157.93,31.14,101.35
82.19,16.70,22.98
115.78,21.22,54.51
139.47,-57.92,0.06
69.85,-14.95,3.81
219.84,-18.34,3.12
123.96,33.15,60.62
90.74,31.27,45.84
134.04,40.19,75.69
107.27,-21.91,1.35
67.21,79.47,2.71
176.21,-9.21,6.34
102.87,9.05,25.62
122.77,14.14,51.18
79.98,26.77,30.56
109.14,-31.95,0.05
169.53,9.11,60.93
65.08,-22.79,1.14
72.67,-46.53,0.04
71.79,-56.21,0.80
156.02,14.52,73.30
115.91,14.14,46.00
59.41,-6.48,4.92
134.40,30.90,84.29
147.50,4.01,28.53
46.50,-42.52,1.18
63.61,-39.98,0.29
56.42,55.15,13.64
105.55,34.17,44.92
77.57,-10.69,3.44
124.99,45.84,64.48
131.01,34.89,81.66
65.67,57.97,18.69
83.30,-54.03,0.80
50.33,-61.68,0.14
44.06,-3.43,4.29
73.59,-66.71,0.04
111.15,-41.39,0.73
134.61,-1.57,11.74
102.53,38.00,46.54
60.07,-42.72,0.56
107.88,73.17,25.25
156.32,14.35,63.09
121.63,-0.99,12.09
84.18,-44.11,1.17
79.13,-51.07,0.65
96.95,4.28,15.09
143.45,21.76,89.66
131.66,26.79,69.28
243.55,-1.15,22.14
74.21,-37.87,0.19
141.43,80.17,6.12
75.59,21.17,33.11
174.47,-22.24,1.35
89.24,-78.06,0.20
71.78,-16.12,3.03
87.29,35.38,40.73
186.00,37.62,130.94
74.28,53.16,24.23
125.23,24.35,63.36
83.59,54.90,28.87
90.22,-20.87,1.70
110.57,-0.42,11.89
122.38,23.24,66.88
122.94,-24.48,0.16
191.70,-22.04,2.15
129.25,-75.22,0.17
229.48,12.23,121.10
152.82,-6.01,7.65
54.01,-66.63,0.24
85.76,-27.87,1.37
75.69,-24.57,0.81
118.55,60.44,39.50
81.13,-46.61,0.62
175.34,34.63,121.69
95.23,32.53,40.96
102.19,-10.66,4.49
225.56,45.80,153.75
132.81,37.92,78.05
74.43,-28.93,0.06
163.46,39.01,107.12
123.08,-6.48,6.70
134.11,42.34,71.41
74.30,-45.75,0.07
145.78,-30.38,1.15
75.31,42.45,28.25
152.30,-19.67,0.34
108.18,0.74,12.52
153.64,33.29,100.40
114.82,-7.22,6.19
162.55,-0.60,17.78
49.65,-22.03,1.90
83.49,-27.94,0.30
64.80,35.39,18.93
88.64,52.11,30.49
85.01,-19.82,2.24
171.57,28.62,112.01
69.97,-37.25,0.91
182.07,-41.69,1.38
101.42,-28.61,1.36
220.33,24.03,164.16
157.57,-33.98,1.40
77.29,54.98,25.32
81.71,35.71,37.84
79.50,-37.07,1.25
154.30,50.05,83.02
70.37,55.01,21.24
83.94,-84.18,0.06
74.02,22.06,19.72
141.89,67.69,43.86
202.94,48.74,124.31
74.82,43.45,29.37
113.31,22.79,58.63
33.51,-31.50,0.91
85.80,34.40,31.30
151.56,-44.21,0.03
72.88,-22.86,2.37
60.74,36.64,16.72
100.06,-14.68,2.73
146.62,-5.27,7.91
150.61,-32.24,1.14
134.61,55.56,58.72
133.89,35.68,82.56
129.44,7.35,36.36
64.06,-54.76,0.55
184.33,28.40,133.38
62.84,-39.05,0.36
126.87,-49.91,0.40
78.20,47.25,27.67
85.08,49.19,31.73
58.27,13.35,11.51
132.62,56.72,57.92
78.60,9.59,15.91
71.20,44.97,26.24
41.27,15.58,8.33
104.70,27.05,60.20
138.48,-4.23,8.50
76.40,-23.21,1.89
164.76,12.10,78.94
91.26,19.70,32.78
150.67,11.22,49.94
173.62,-34.82,0.18
128.68,2.98,20.80
61.79,29.69,19.17
111.72,21.83,58.01
80.80,-7.73,5.13
121.57,-46.69,0.71
76.20,0.22,8.98
117.23,11.49,37.31
121.47,-28.14,0.44
125.76,27.91,58.54
80.78,-15.78,1.88
167.06,-38.04,1.21
78.70,-60.51,0.21
139.97,21.93,83.60
